x, y
-0.0055248618784530384, 296.98046181172293
0, 321.8472468916519
0.016574585635359115, 351.6873889875666
0.016574585635359115, 351.6873889875666
0.03867403314917127, 381.52753108348134
0.03867403314917127, 381.52753108348134
0.049723756906077346, 401.4209591474245
0.0718232044198895, 426.28774422735347
0.07734806629834254, 448.6678507992895
0.08287292817679558, 468.5612788632327
0.09944751381215469, 503.3747779751332
0.09944751381215469, 503.3747779751332
0.11049723756906077, 520.7815275310835
0.11602209944751381, 538.1882770870337
0.13812154696132595, 555.5950266429841
0.13812154696132595, 575.4884547069272
0.15469613259668508, 600.3552397868561
0.1712707182320442, 622.7353463587922
0.18232044198895025, 645.1154529307282
0.19889502762430938, 669.9822380106573
0.19889502762430938, 692.3623445825933
0.20994475138121546, 712.2557726465365
0.22099447513812154, 727.1758436944938
0.22651933701657456, 749.5559502664298
0.23756906077348067, 779.3960923623446
0.26519337016574585, 809.2362344582593
0.26519337016574585, 824.1563055062167
0.281767955801105, 853.9964476021314
0.2983425414364641, 878.8632326820604
0.3149171270718232, 906.2166962699822
0.34806629834254144, 933.5701598579041
0.3591160220994475, 953.4635879218473
0.3867403314917127, 968.3836589698046
0.4088397790055248, 993.2504440497336
0.430939226519337, 1015.6305506216696
0.4530386740331491, 1045.4706927175844
0.4861878453038674, 1072.8241563055062
0.5138121546961326, 1092.7175843694495
0.5580110497237569, 1115.0976909413855
0.6077348066298343, 1139.9644760213146
0.6519337016574586, 1159.8579040852576
0.7071823204419889, 1172.291296625222
0.7458563535911602, 1192.1847246891653
0.8121546961325966, 1202.1314387211369
0.8453038674033149, 1209.5914742451155
0.8950276243093922, 1217.051509769094
0.9502762430939227, 1231.9715808170515
1.022099447513812, 1234.4582593250443
1.0828729281767955, 1241.9182948490231
1.1325966850828728, 1249.3783303730017
1.1657458563535912, 1251.8650088809948
1.2375690607734806, 1259.3250444049734
1.2375690607734806, 1259.3250444049734
1.2044198895027625, 1259.3250444049734
1.287292817679558, 1264.2984014209592
1.3425414364640884, 1264.2984014209592
1.3867403314917126, 1266.785079928952
1.430939226519337, 1271.7584369449378
1.4696132596685083, 1271.7584369449378
1.5138121546961325, 1274.2451154529308
1.5635359116022098, 1281.7051509769094
1.6298342541436464, 1284.1918294849024
1.7016574585635358, 1291.651865008881
1.6740331491712706, 1289.165186500888
1.6740331491712706, 1289.165186500888
1.7513812154696131, 1291.651865008881
1.8121546961325965, 1294.1385435168738
1.87292817679558, 1294.1385435168738
1.9337016574585635, 1301.5985790408527
1.9834254143646408, 1304.0852575488454
2.022099447513812, 1309.0586145648313
2.0662983425414363, 1314.031971580817
2.1049723756906076, 1311.5452930728243
2.154696132596685, 1316.5186500888099
2.1988950276243093, 1321.4920071047957
2.2486187845303864, 1323.9786856127887
2.298342541436464, 1326.4653641207815
2.3314917127071824, 1331.4387211367673
2.3701657458563536, 1336.412078152753
2.4198895027624308, 1336.412078152753
2.4696132596685083, 1341.385435168739
2.5082872928176796, 1346.3587921847247
2.5635359116022096, 1346.3587921847247
2.6077348066298343, 1348.8454706927175
2.6685082872928176, 1353.8188277087033
2.6685082872928176, 1353.8188277087033
2.712707182320442, 1356.3055062166964
2.7845303867403315, 1366.252220248668
2.87292817679558, 1368.7388987566608
2.87292817679558, 1368.7388987566608
2.8287292817679557, 1366.252220248668
2.917127071823204, 1368.7388987566608
2.9613259668508287, 1368.7388987566608
3.027624309392265, 1378.6856127886324
3.116022099447514, 1383.6589698046182
3.0828729281767955, 1383.6589698046182
3.187845303867403, 1383.6589698046182
3.2375690607734806, 1391.1190053285968
3.292817679558011, 1396.0923623445826
3.348066298342541, 1396.0923623445826
3.4254143646408837, 1401.0657193605684
3.3922651933701657, 1398.5790408525754
3.480662983425414, 1401.0657193605684
3.5248618784530383, 1408.525754884547
3.585635359116022, 1411.01243339254
3.61878453038674, 1411.01243339254
3.6685082872928176, 1415.9857904085259